user_id,longitude,latitude,district
1905575,103.832878803965,1.28259669409396,Bukit Merah
3331076,103.831370289093,1.31199302417228,Newton
2043990,103.842017962576,1.37680678506745,Ang Mo Kio
3053206,103.847295147125,1.34155252910064,Toa Payoh
